"","Program","Year","Period","State","State.ANSI","Strawberries","items","discription","units","measurement","dname","type","Domain.Category","title","Pesticide","Number","Value","CV....","Pesticide_old","Carcinogen","Hormone.Disruptor","Neurotoxins","Developmental.or.Reproductive.Toxins","Bee.Toxins"
"89","CENSUS",2016,"YEAR","OREGON",41,"STRAWBERRIES"," ORGANIC"," PROCESSING - SALES"," MEASURED IN $","MEASURED IN $","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA," (D)","(D)",NA,NA,NA,NA,NA,NA
"90","CENSUS",2016,"YEAR","OREGON",41,"STRAWBERRIES"," ORGANIC"," PROCESSING - SALES"," MEASURED IN CWT","MEASURED IN CWT","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"3,852","39.3",NA,NA,NA,NA,NA,NA
"91","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," ORGANIC - OPERATIONS WITH SALES",NA,NA,NA,"ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"52","5.3",NA,NA,NA,NA,NA,NA
"92","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN $",NA,"MEASURED IN $","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"2,917,197","22.3",NA,NA,NA,NA,NA,NA
"93","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN CWT",NA,"MEASURED IN CWT","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"10,718","23.4",NA,NA,NA,NA,NA,NA
"94","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," ORGANIC"," FRESH MARKET - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"52","5.3",NA,NA,NA,NA,NA,NA
"95","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," ORGANIC"," FRESH MARKET - SALES"," MEASURED IN $","MEASURED IN $","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA," (D)","(D)",NA,NA,NA,NA,NA,NA
"96","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," ORGANIC"," FRESH MARKET - SALES"," MEASURED IN CWT","MEASURED IN CWT","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"10,383","24.2",NA,NA,NA,NA,NA,NA
"97","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," ORGANIC"," PROCESSING - OPERATIONS WITH SALES",NA,NA,"ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"6","21.2",NA,NA,NA,NA,NA,NA
"98","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," ORGANIC"," PROCESSING - SALES"," MEASURED IN $","MEASURED IN $","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA," (D)","(D)",NA,NA,NA,NA,NA,NA
"99","CENSUS",2016,"YEAR","WASHINGTON",53,"STRAWBERRIES"," ORGANIC"," PROCESSING - SALES"," MEASURED IN CWT","MEASURED IN CWT","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"335","49.5",NA,NA,NA,NA,NA,NA
"100","CENSUS",2015,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," ORGANIC - OPERATIONS WITH SALES",NA,NA,NA,"ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"175","9.2",NA,NA,NA,NA,NA,NA
"101","CENSUS",2015,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN $",NA,"MEASURED IN $","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"144,304,480","52",NA,NA,NA,NA,NA,NA
"102","CENSUS",2015,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN CWT",NA,"MEASURED IN CWT","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"738,062","47",NA,NA,NA,NA,NA,NA
"103","CENSUS",2015,"YEAR","FLORIDA",12,"STRAWBERRIES"," ORGANIC - OPERATIONS WITH SALES",NA,NA,NA,"ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"11","45.5",NA,NA,NA,NA,NA,NA
"104","CENSUS",2015,"YEAR","FLORIDA",12,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN $",NA,"MEASURED IN $","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA," (D)","(D)",NA,NA,NA,NA,NA,NA
"105","CENSUS",2015,"YEAR","FLORIDA",12,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN CWT",NA,"MEASURED IN CWT","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"8,842","73.6",NA,NA,NA,NA,NA,NA
"106","CENSUS",2015,"YEAR","NEW YORK",36,"STRAWBERRIES"," ORGANIC - OPERATIONS WITH SALES",NA,NA,NA,"ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"21","36.6",NA,NA,NA,NA,NA,NA
"107","CENSUS",2015,"YEAR","NEW YORK",36,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN $",NA,"MEASURED IN $","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"222,146","49.2",NA,NA,NA,NA,NA,NA
"108","CENSUS",2015,"YEAR","NEW YORK",36,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN CWT",NA,"MEASURED IN CWT","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"1,871","50.1",NA,NA,NA,NA,NA,NA
"109","CENSUS",2015,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES"," ORGANIC - OPERATIONS WITH SALES",NA,NA,NA,"ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"11","25.2",NA,NA,NA,NA,NA,NA
"110","CENSUS",2015,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN $",NA,"MEASURED IN $","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"728,216","60.3",NA,NA,NA,NA,NA,NA
"111","CENSUS",2015,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN CWT",NA,"MEASURED IN CWT","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"2,355","59.9",NA,NA,NA,NA,NA,NA
"112","CENSUS",2015,"YEAR","OREGON",41,"STRAWBERRIES"," ORGANIC - OPERATIONS WITH SALES",NA,NA,NA,"ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"22","63.1",NA,NA,NA,NA,NA,NA
"113","CENSUS",2015,"YEAR","OREGON",41,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN $",NA,"MEASURED IN $","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"714,604","70.5",NA,NA,NA,NA,NA,NA
"114","CENSUS",2015,"YEAR","OREGON",41,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN CWT",NA,"MEASURED IN CWT","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"1,755","75.8",NA,NA,NA,NA,NA,NA
"115","CENSUS",2015,"YEAR","WASHINGTON",53,"STRAWBERRIES"," ORGANIC - OPERATIONS WITH SALES",NA,NA,NA,"ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"42","35",NA,NA,NA,NA,NA,NA
"116","CENSUS",2015,"YEAR","WASHINGTON",53,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN $",NA,"MEASURED IN $","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"609,592","(H)",NA,NA,NA,NA,NA,NA
"117","CENSUS",2015,"YEAR","WASHINGTON",53,"STRAWBERRIES"," ORGANIC - SALES"," MEASURED IN CWT",NA,"MEASURED IN CWT","ORGANIC STATUS",NA,"ORGANIC STATUS: (NOP USDA CERTIFIED)"," ",NA,NA,"2,627","84",NA,NA,NA,NA,NA,NA
"118","SURVEY",2020,"YEAR","CALIFORNIA",6,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"650","",NA,NA,NA,NA,NA,NA
"119","SURVEY",2020,"YEAR","CALIFORNIA",6,"STRAWBERRIES - YIELD"," MEASURED IN TONS / ACRE",NA,NA,"MEASURED IN TONS / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"32.48","",NA,NA,NA,NA,NA,NA
"120","SURVEY",2020,"YEAR","FLORIDA",12,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"180","",NA,NA,NA,NA,NA,NA
"121","SURVEY",2020,"YEAR","FLORIDA",12,"STRAWBERRIES - YIELD"," MEASURED IN TONS / ACRE",NA,NA,"MEASURED IN TONS / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"8.99","",NA,NA,NA,NA,NA,NA
"122","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES - YIELD"," MEASURED IN CWT / ACRE",NA,NA,"MEASURED IN CWT / ACRE","TOTAL",NA,"NOT SPECIFIED"," ",NA,NA,"610","",NA,NA,NA,NA,NA,NA
"123","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","CHEMICAL, FUNGICIDE","AZOXYSTROBIN"," 128810","5,500","","AZOXYSTROBIN",NA,NA,NA,NA,NA
"124","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)","CHEMICAL, FUNGICIDE",NA," 129082"," (NA)","","BACILLUS AMYLOLIQUEFACIENS MBI 600",NA,NA,NA,NA,NA
"125","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","CHEMICAL, FUNGICIDE",NA," 16482"," (NA)","","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",NA,NA,NA,NA,NA
"126","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)","CHEMICAL, FUNGICIDE",NA," 6485"," (NA)","","BACILLUS PUMILUS",NA,NA,NA,NA,NA
"127","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBT. GB03 = 129068)","CHEMICAL, FUNGICIDE",NA," 129068"," (NA)","","BACILLUS SUBT. GB03",NA,NA,NA,NA,NA
"128","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","CHEMICAL, FUNGICIDE",NA," 6479"," (NA)","","BACILLUS SUBTILIS",NA,NA,NA,NA,NA
"129","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)","CHEMICAL, FUNGICIDE",NA," 30006","1,200","","BLAD",NA,NA,NA,NA,NA
"130","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","CHEMICAL, FUNGICIDE",NA," 11102","300","","BORAX DECAHYDRATE",NA,NA,NA,NA,NA
"131","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","CHEMICAL, FUNGICIDE","BOSCALID"," 128008","6,200","","BOSCALID","possible",NA,NA,NA,NA
"132","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (BT SUBSP KURSTAKI EVB-113-19 = 6544)","CHEMICAL, FUNGICIDE",NA," 6544"," (NA)","","BT SUBSP KURSTAKI EVB-113-19",NA,NA,NA,NA,NA
"133","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","CHEMICAL, FUNGICIDE","CAPTAN"," 81301","283,500","","CAPTAN","known",NA,NA,NA,NA
"134","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","CHEMICAL, FUNGICIDE",NA," 23401"," (D)","","COPPER HYDROXIDE",NA,NA,NA,NA,NA
"135","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)","CHEMICAL, FUNGICIDE",NA," 23306"," (D)","","COPPER OCTANOATE",NA,NA,NA,NA,NA
"136","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","CHEMICAL, FUNGICIDE",NA," 555550","400","","CYFLUFENAMID",NA,NA,NA,NA,NA
"137","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","CHEMICAL, FUNGICIDE","CYPRODINIL"," 288202","16,600","","CYPRODINIL",NA,NA,NA,NA,NA
"138","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","CHEMICAL, FUNGICIDE",NA," 128847","900","","DIFENOCONAZOLE",NA,NA,NA,NA,NA
"139","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","CHEMICAL, FUNGICIDE","FENHEXAMID"," 90209","15,000","","FENHEXAMID",NA,NA,NA,NA,NA
"140","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","CHEMICAL, FUNGICIDE","FLUDIOXONIL"," 71503","11,100","","FLUDIOXONIL",NA,NA,NA,NA,"slight"
"141","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","CHEMICAL, FUNGICIDE",NA," 80302","3,900","","FLUOPYRAM",NA,NA,NA,NA,NA
"142","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","CHEMICAL, FUNGICIDE",NA," 138009","3,900","","FLUXAPYROXAD",NA,NA,NA,NA,NA
"143","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","CHEMICAL, FUNGICIDE",NA," 123301","34,200","","FOSETYL-AL",NA,NA,NA,NA,NA
"144","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)","CHEMICAL, FUNGICIDE",NA," 270000"," (D)","","ISOFETAMID",NA,NA,NA,NA,NA
"145","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","CHEMICAL, FUNGICIDE",NA," 113502","9,300","","MEFENOXAM",NA,NA,NA,NA,NA
"146","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","CHEMICAL, FUNGICIDE",NA," 76416"," (D)","","MONO-POTASSIUM SALT",NA,NA,NA,NA,NA
"147","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","CHEMICAL, FUNGICIDE","MYCLOBUTANIL"," 128857","5,600","","MYCLOBUTANIL",NA,"suspected",NA,"present",NA
"148","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","CHEMICAL, FUNGICIDE",NA," 90112","7,000","","PENTHIOPYRAD",NA,NA,NA,NA,NA
"149","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","CHEMICAL, FUNGICIDE",NA," 230000","1,400","","POLYOXIN D ZINC SALT",NA,NA,NA,NA,NA
"150","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)","CHEMICAL, FUNGICIDE",NA," 73508","11,300","","POTASSIUM BICARBON.",NA,NA,NA,NA,NA
"151","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","CHEMICAL, FUNGICIDE","PROPICONAZOLE"," 122101","1,600","","PROPICONAZOLE","possible","suspected",NA,"present","slight"
"152","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","CHEMICAL, FUNGICIDE","PYRACLOSTROBIN"," 99100","7,400","","PYRACLOSTROBIN",NA,NA,NA,NA,"slight"
"153","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","CHEMICAL, FUNGICIDE","PYRIMETHANIL"," 288201","9,300","","PYRIMETHANIL","possible","suspected",NA,NA,"slight"
"154","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)","CHEMICAL, FUNGICIDE",NA," 55459","4,800","","QUINOLINE",NA,NA,NA,NA,NA
"155","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)","CHEMICAL, FUNGICIDE",NA," 6327"," (NA)","","STREPTOMYCES LYDICUS",NA,NA,NA,NA,NA
"156","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","CHEMICAL, FUNGICIDE",NA," 77501","686,000","","SULFUR",NA,NA,NA,NA,NA
"157","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","CHEMICAL, FUNGICIDE",NA," 120603","600","","TETRACONAZOLE",NA,NA,NA,NA,NA
"158","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","CHEMICAL, FUNGICIDE",NA," 102001","3,300","","THIOPHANATE-METHYL",NA,NA,NA,NA,NA
"159","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","CHEMICAL, FUNGICIDE",NA," 79801","90,900","","THIRAM",NA,NA,NA,NA,NA
"160","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","CHEMICAL, FUNGICIDE",NA,NA,"1,233,500","","TOTAL",NA,NA,NA,NA,NA
"161","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRICHODERMA HARZ. = 119202)","CHEMICAL, FUNGICIDE",NA," 119202"," (NA)","","TRICHODERMA HARZ.",NA,NA,NA,NA,NA
"162","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","CHEMICAL, FUNGICIDE","TRIFLOXYSTROBIN"," 129112","4,200","","TRIFLOXYSTROBIN",NA,NA,NA,NA,NA
"163","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","CHEMICAL, FUNGICIDE","TRIFLUMIZOLE"," 128879","7,200","","TRIFLUMIZOLE",NA,NA,NA,NA,"slight"
"164","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","CHEMICAL, HERBICIDE",NA," 128712","200","","CARFENTRAZONE-ETHYL",NA,NA,NA,NA,NA
"165","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","CHEMICAL, HERBICIDE",NA," 129034","1,100","","FLUMIOXAZIN",NA,NA,NA,NA,NA
"166","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","CHEMICAL, HERBICIDE",NA," 128850"," (D)","","GLUFOSINATE-AMMONIUM",NA,NA,NA,NA,NA
"167","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"MEASURED IN LB","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","CHEMICAL, HERBICIDE",NA," 103601"," (D)","","GLYPHOSATE ISO. SALT",NA,NA,NA,NA,NA
